video_name,video_path,fps,total_frames,sample_every,sampled_frames,mean_visual_density,std_visual_density,max_visual_density
04c1ec25e63edc25183d243a6202e9afd39d6d867a803499cb5b318ee3e8fb46.mp4,video/04c1ec25e63edc25183d243a6202e9afd39d6d867a803499cb5b318ee3e8fb46.mp4,60.0,636,10,64,0.5312770467075252,0.1808018718370574,0.7130040181987691
080aeff0ac23509a53bee6f685f5e8ca88fa0e7231786a4e9c29d3748a152370.mp4,video/080aeff0ac23509a53bee6f685f5e8ca88fa0e7231786a4e9c29d3748a152370.mp4,60.0,636,10,64,0.19669534766696228,0.041209297258807814,0.31454086409898996
0f8eb818bd7bed48614d6572dc54034f8cb40c3f616c098fcdc95273d624f878.mp4,video/0f8eb818bd7bed48614d6572dc54034f8cb40c3f616c098fcdc95273d624f878.mp4,60.0,636,10,64,0.5001231343632941,0.11974039956542293,0.7157008719892575
1002905319b0ac6476b10fb962d1c82fc03666324e5fe26435bb66620eebf17a.mp4,video/1002905319b0ac6476b10fb962d1c82fc03666324e5fe26435bb66620eebf17a.mp4,60.0,636,10,64,0.22507493862781283,0.09475572332733569,0.40134803256256585
1196c2cd68ae478556d3c4ba8a555387999b90cd11b55956b5134dcfb25c142a.mp4,video/1196c2cd68ae478556d3c4ba8a555387999b90cd11b55956b5134dcfb25c142a.mp4,60.0,636,10,64,0.6826814170897851,0.023313521391434024,0.7149398120928215
122a7317bbce4f18c2554ca0cd86c6088d992cac89084af979d25a7e11f14ee5.mp4,video/122a7317bbce4f18c2554ca0cd86c6088d992cac89084af979d25a7e11f14ee5.mp4,60.0,636,10,64,0.688221567709053,0.002251496095500266,0.6915105628639615
132d3091c53527e3154bfd0c98526b64a7a6f35e6d5b918944066174bbb054c9.mp4,video/132d3091c53527e3154bfd0c98526b64a7a6f35e6d5b918944066174bbb054c9.mp4,60.0,636,10,64,0.22718011497101248,0.0932104127378255,0.4213659670128308
15660a01d0da7716e38af417e52a61f9c31148b5b4eabc1850b49cab6692f40d.mp4,video/15660a01d0da7716e38af417e52a61f9c31148b5b4eabc1850b49cab6692f40d.mp4,60.0,636,10,64,0.6881337790578963,0.0021150282362752838,0.6908189014739332
179cfd14e886bc12ef1ac9ce585036c182bff50870eb0e1f382198f41b195012.mp4,video/179cfd14e886bc12ef1ac9ce585036c182bff50870eb0e1f382198f41b195012.mp4,60.0,636,10,64,0.5325986863941432,0.11328159784081698,0.6747006323895784
19106a00496b4b5b291670f8ee463daaf95ed17f958e3ebdaa383a7e197ecbe6.mp4,video/19106a00496b4b5b291670f8ee463daaf95ed17f958e3ebdaa383a7e197ecbe6.mp4,60.0,636,10,64,0.6650401137823518,0.015306000276922997,0.6849288566470807
1e6a916963d5ba5f72e51b8bd5d93e4343457265d9541d1032d6c87bfbd7e466.mp4,video/1e6a916963d5ba5f72e51b8bd5d93e4343457265d9541d1032d6c87bfbd7e466.mp4,60.0,636,10,64,0.34893268452073445,0.2399842869112629,0.666659010606379
253669d6414066fd0c1ca625716d672344c3be36b735f56da5695bf8c3ba42ac.mp4,video/253669d6414066fd0c1ca625716d672344c3be36b735f56da5695bf8c3ba42ac.mp4,60.0,636,10,64,0.5121228139175042,0.10618800988253098,0.6550603365818604
277f8147b3a594c33d313f1e8c7000d545990379dc9d6c1fb13b626320474259.mp4,video/277f8147b3a594c33d313f1e8c7000d545990379dc9d6c1fb13b626320474259.mp4,60.0,636,10,64,0.6649721172174112,0.015497725259814998,0.6853352713053884
29bb6f59e9c8765baae0c990187513b0de320037b1d1408540ebf5ed046387c3.mp4,video/29bb6f59e9c8765baae0c990187513b0de320037b1d1408540ebf5ed046387c3.mp4,60.0,636,10,64,0.17021693820225842,0.015545861954846777,0.21822111960770918
2d5ff2200633c95f6982e7971f2960fd2a83432f510ac3b1d45722b15c9f1f83.mp4,video/2d5ff2200633c95f6982e7971f2960fd2a83432f510ac3b1d45722b15c9f1f83.mp4,60.0,636,10,64,0.3393659713523621,0.2543526723280729,0.6673805221144521
2d71c4ce1323eeb92ec1239286a974dd24285931f8e158099b92dfb03fe7e5bd.mp4,video/2d71c4ce1323eeb92ec1239286a974dd24285931f8e158099b92dfb03fe7e5bd.mp4,60.0,636,10,64,0.6878954522620823,0.0021825018677697054,0.6910681513992136
34bccc188f289d984d88c24bd7a071de06dbb7d26d78cab14f1639851c41df24.mp4,video/34bccc188f289d984d88c24bd7a071de06dbb7d26d78cab14f1639851c41df24.mp4,60.0,636,10,64,0.5236994666764558,0.18817664900830594,0.712756961623932
40b790e8068d476218fd14a7d2217ffac7e8dd408df7b8f17d490f9f230e584c.mp4,video/40b790e8068d476218fd14a7d2217ffac7e8dd408df7b8f17d490f9f230e584c.mp4,60.0,636,10,64,0.2250552465818233,0.10081838534444673,0.4586915783578752
4cc16b464b92bba7f4db58971b5363596dc309e7275dd4533464b3b008db6896.mp4,video/4cc16b464b92bba7f4db58971b5363596dc309e7275dd4533464b3b008db6896.mp4,60.0,636,10,64,0.4988797306096777,0.11987743484661906,0.714627667500219
561c3ba7ac9ffe1022b1e3ec8f74e80dc3d7d6d0e51bb5b97859145d63b8c140.mp4,video/561c3ba7ac9ffe1022b1e3ec8f74e80dc3d7d6d0e51bb5b97859145d63b8c140.mp4,60.0,636,10,64,0.6880769255284062,0.0022663447990065437,0.6911382138656232
5872c0227d8a4b65d765ea9da1a75c46ae6fb9812f89a1ebe494ba0c908c6517.mp4,video/5872c0227d8a4b65d765ea9da1a75c46ae6fb9812f89a1ebe494ba0c908c6517.mp4,60.0,636,10,64,0.6884003743291857,0.0021472250091929533,0.6914701328235858
591b1bcecd825582910166e4519a56ec3827838a7faf59237f5d7170565aba44.mp4,video/591b1bcecd825582910166e4519a56ec3827838a7faf59237f5d7170565aba44.mp4,60.0,636,10,64,0.509256914734427,0.11021550981436183,0.6559298066006339
613bda98c804e7e4c715ac5f7989e4314b788e582f99a585a7f364ffca1b69be.mp4,video/613bda98c804e7e4c715ac5f7989e4314b788e582f99a585a7f364ffca1b69be.mp4,60.0,636,10,64,0.18178372605062543,0.03021813207839346,0.2673572994682043
659834938f6b18cf5d6ba1514f2ae6047023bce59dcc6a09cec21a39d4ceeec5.mp4,video/659834938f6b18cf5d6ba1514f2ae6047023bce59dcc6a09cec21a39d4ceeec5.mp4,60.0,636,10,64,0.6693733762222931,0.001821820432922107,0.6721442225939642
6de22b6769adbcdf0ef1be6253f8cc5418e0c394d35771f463be632c6349cb01.mp4,video/6de22b6769adbcdf0ef1be6253f8cc5418e0c394d35771f463be632c6349cb01.mp4,60.0,636,10,64,0.2327871631661529,0.08740217321277272,0.42792113427404266
7d58767ffb9d1beedffab7265c59911dcabe7eaec17e66729b7d2bff5ae0bd26.mp4,video/7d58767ffb9d1beedffab7265c59911dcabe7eaec17e66729b7d2bff5ae0bd26.mp4,60.0,636,10,64,0.32948635497463674,0.26155452896034065,0.6662143962013345
7fa2f0ef29977cae919a48ff365c050338e494a850dd721083315044087819df.mp4,video/7fa2f0ef29977cae919a48ff365c050338e494a850dd721083315044087819df.mp4,60.0,636,10,64,0.6700705672367626,0.001682530055249871,0.6726365150407048
