video_name,video_path,fps,total_frames,sample_every,sampled_frames,mean_visual_density,std_visual_density,max_visual_density
04c1ec25e63edc25183d243a6202e9afd39d6d867a803499cb5b318ee3e8fb46.mp4,video/04c1ec25e63edc25183d243a6202e9afd39d6d867a803499cb5b318ee3e8fb46.mp4,60.0,636,10,64,1.41791247498715,0.26014932695255055,1.7299249609547247
080aeff0ac23509a53bee6f685f5e8ca88fa0e7231786a4e9c29d3748a152370.mp4,video/080aeff0ac23509a53bee6f685f5e8ca88fa0e7231786a4e9c29d3748a152370.mp4,60.0,636,10,64,0.7932165876514585,0.11964864379788956,1.1197779545617756
0f8eb818bd7bed48614d6572dc54034f8cb40c3f616c098fcdc95273d624f878.mp4,video/0f8eb818bd7bed48614d6572dc54034f8cb40c3f616c098fcdc95273d624f878.mp4,60.0,636,10,64,1.241191313960723,0.17643178077215252,1.663405654794687
1002905319b0ac6476b10fb962d1c82fc03666324e5fe26435bb66620eebf17a.mp4,video/1002905319b0ac6476b10fb962d1c82fc03666324e5fe26435bb66620eebf17a.mp4,60.0,636,10,64,0.8277557814410257,0.15749282815820126,1.127153038673132
1196c2cd68ae478556d3c4ba8a555387999b90cd11b55956b5134dcfb25c142a.mp4,video/1196c2cd68ae478556d3c4ba8a555387999b90cd11b55956b5134dcfb25c142a.mp4,60.0,636,10,64,2.004996284263228,0.07957059028476668,2.1761009588699647
122a7317bbce4f18c2554ca0cd86c6088d992cac89084af979d25a7e11f14ee5.mp4,video/122a7317bbce4f18c2554ca0cd86c6088d992cac89084af979d25a7e11f14ee5.mp4,60.0,636,10,64,1.8719051523027121,0.07700282806146737,2.0096266735280777
132d3091c53527e3154bfd0c98526b64a7a6f35e6d5b918944066174bbb054c9.mp4,video/132d3091c53527e3154bfd0c98526b64a7a6f35e6d5b918944066174bbb054c9.mp4,60.0,636,10,64,0.8334374380100522,0.15553098937531787,1.1332356053816404
15660a01d0da7716e38af417e52a61f9c31148b5b4eabc1850b49cab6692f40d.mp4,video/15660a01d0da7716e38af417e52a61f9c31148b5b4eabc1850b49cab6692f40d.mp4,60.0,636,10,64,1.872883684626979,0.07985681381094091,2.0121435905315943
179cfd14e886bc12ef1ac9ce585036c182bff50870eb0e1f382198f41b195012.mp4,video/179cfd14e886bc12ef1ac9ce585036c182bff50870eb0e1f382198f41b195012.mp4,60.0,636,10,64,1.5501266543598122,0.23725688526543515,1.8741242235739204
19106a00496b4b5b291670f8ee463daaf95ed17f958e3ebdaa383a7e197ecbe6.mp4,video/19106a00496b4b5b291670f8ee463daaf95ed17f958e3ebdaa383a7e197ecbe6.mp4,60.0,636,10,64,1.9150247096837782,0.048364532828157225,1.9973763742315076
1e6a916963d5ba5f72e51b8bd5d93e4343457265d9541d1032d6c87bfbd7e466.mp4,video/1e6a916963d5ba5f72e51b8bd5d93e4343457265d9541d1032d6c87bfbd7e466.mp4,60.0,636,10,64,1.178130249122365,0.3880318544873203,1.741711048092169
253669d6414066fd0c1ca625716d672344c3be36b735f56da5695bf8c3ba42ac.mp4,video/253669d6414066fd0c1ca625716d672344c3be36b735f56da5695bf8c3ba42ac.mp4,60.0,636,10,64,1.5130671082361222,0.224208061787637,1.8644851953577364
277f8147b3a594c33d313f1e8c7000d545990379dc9d6c1fb13b626320474259.mp4,video/277f8147b3a594c33d313f1e8c7000d545990379dc9d6c1fb13b626320474259.mp4,60.0,636,10,64,1.9142889675094947,0.04606747751446066,2.0000007108670927
29bb6f59e9c8765baae0c990187513b0de320037b1d1408540ebf5ed046387c3.mp4,video/29bb6f59e9c8765baae0c990187513b0de320037b1d1408540ebf5ed046387c3.mp4,60.0,636,10,64,0.7092489723730766,0.08780656921521059,0.9328994295490083
