edge_density,keypoint_density,laplacian_variance,num_keypoints,visual_density,frame_id,time_sec
0.007232666015625,0.000759124755859375,86.44405530764197,199,1.2007428129436155,0,0.0
0.00762939453125,0.00067138671875,64.0867302861152,176,1.1067505838297818,10,0.16666666666666666
0.00910186767578125,0.000629425048828125,64.63861465033551,165,1.0922435987481838,20,0.3333333333333333
0.00927734375,0.000682830810546875,69.54473495481943,179,1.1280926711087722,30,0.5
0.00751495361328125,0.000659942626953125,58.77927411434939,173,1.0851148350595552,40,0.6666666666666666
0.00566864013671875,0.000522613525390625,36.13680986216059,137,0.9342345976712636,50,0.8333333333333334
0.009502410888671875,0.00040435791015625,41.217613144777715,106,0.9141116298309768,60,1.0
0.01062774658203125,0.0004425048828125,32.8647003005608,116,0.8857276883176715,70,1.1666666666666667
0.0101470947265625,0.0006561279296875,36.2154577558249,172,0.9898548509737322,80,1.3333333333333333
0.007823944091796875,0.001129150390625,31.534560158790555,296,1.151250316654485,90,1.5
0.0073394775390625,0.001667022705078125,33.839695926522836,437,1.3798963578937693,100,1.6666666666666667
0.00933837890625,0.0019073486328125,33.26127854162769,500,1.473477966884742,110,1.8333333333333333
0.010730743408203125,0.0019073486328125,40.41934901638888,500,1.5119813783272213,120,2.0
0.01154327392578125,0.0019073486328125,45.579692786428495,500,1.5357896965028908,130,2.1666666666666665
0.0139312744140625,0.0019073486328125,54.50728742835054,500,1.5718148263202179,140,2.3333333333333335
0.015262603759765625,0.0019073486328125,66.5961619750451,500,1.611754735812915,150,2.5
0.016452789306640625,0.0019073486328125,78.52617703912256,500,1.6447378165266302,160,2.6666666666666665
0.01677703857421875,0.0019073486328125,82.31582917772175,500,1.6541779800073346,170,2.8333333333333335
0.01849365234375,0.0019073486328125,88.47895798436366,500,1.6691376123263055,180,3.0
0.01889801025390625,0.0019073486328125,92.41635661944747,500,1.677911948088068,190,3.1666666666666665
0.01922607421875,0.0019073486328125,96.57003293931484,500,1.6867439641558102,200,3.3333333333333335
0.019107818603515625,0.0019073486328125,92.11824936627818,500,1.6773566173755365,210,3.5
0.0168304443359375,0.0019073486328125,86.7451127612585,500,1.6645588640126863,220,3.6666666666666665
0.01507568359375,0.0019073486328125,81.52378398593282,500,1.651587035068785,230,3.8333333333333335
0.014339447021484375,0.0019073486328125,76.4115654683992,500,1.638502470751444,240,4.0
0.01473236083984375,0.0019073486328125,93.51325606658065,500,1.6785804175606962,250,4.166666666666667
0.013019561767578125,0.0019073486328125,75.81744671611523,500,1.6364336348594317,260,4.333333333333333
0.013660430908203125,0.0019073486328125,80.76335525394825,500,1.6491694581793208,270,4.5
0.01458740234375,0.0019073486328125,80.29723766933603,500,1.6483968218564193,280,4.666666666666667
0.01622772216796875,0.0019073486328125,85.72247405162489,500,1.661973155287683,290,4.833333333333333
0.018680572509765625,0.0019073486328125,108.36048888950609,500,1.7093416147020475,300,5.0
0.020458221435546875,0.0019073486328125,106.59049205272458,500,1.7067891976994407,310,5.166666666666667
0.020473480224609375,0.0019073486328125,108.16857528686523,500,1.7097074951744768,320,5.333333333333333
0.019622802734375,0.0019073486328125,112.72183191211661,500,1.717539653343445,330,5.5
0.01959991455078125,0.0019073486328125,105.94502626637404,500,1.7052424047900665,340,5.666666666666667
0.019012451171875,0.0019073486328125,108.48175810277462,500,1.709696022135696,350,5.833333333333333
0.018283843994140625,0.0019073486328125,106.3724592718645,500,1.7055137342886475,360,6.0
